200, 0.0136
201, 0.0136
202, 0.0136
203, 0.0136
204, 0.0136
205, 0.0136
206, 0.0136
207, 0.0136
208, 0.0136
209, 0.0136
210, 0.0136
211, 0.0136
212, 0.0136
213, 0.0136
214, 0.0136
215, 0.0136
216, 0.0136
217, 0.0136
218, 0.0136
219, 0.0136
220, 0.0136
230, 0.0136
240, 0.0136
250, 0.0136
260, 0.0136
270, 0.0136
280, 0.046
290, 0.0937
300, 0.1504
310, 0.1909
320, 0.2209
330, 0.2374
340, 0.2485
350, 0.249
360, 0.2504
370, 0.2495
380, 0.2525
390, 0.2524
400, 0.2526
410, 0.2504
420, 0.2479
430, 0.2445
440, 0.2389
450, 0.2325
460, 0.2239
470, 0.2145
480, 0.2032
490, 0.191
500, 0.1774
510, 0.1635
520, 0.1518
530, 0.1411
540, 0.1315
550, 0.1193
560, 0.0977
570, 0.0719
580, 0.0549
590, 0.0442
600, 0.0354
610, 0.0277
620, 0.0209
630, 0.0151
640, 0.0104
650, 0.0067
660, 0.0039
670, 0.0021
680, 0.000851
690, 0.000534
700, 0.000534
