2.00000E+2, 5.06754E-1
2.38404E+2, 5.06754E-1
2.58404E+2, 5.06754E-1
2.68404E+2, 5.06754E-1
2.68404E+2, 6.00617E-1
2.68404E+2, 6.99872E-1
2.68404E+2, 8.15528E-1
2.68404E+2, 9.50298E-1
2.68404E+2, 1.14562E+0
2.71661E+2, 1.33494E+0
2.70033E+2, 1.58220E+0
2.71661E+2, 1.81260E+0
2.71661E+2, 2.14834E+0
2.74919E+2, 2.50336E+0
2.74919E+2, 2.91706E+0
2.74919E+2, 3.39911E+0
2.78176E+2, 4.09776E+0
2.78176E+2, 4.77493E+0
2.79805E+2, 5.75636E+0
2.81433E+2, 6.82258E+0
2.83062E+2, 7.81608E+0
2.84691E+2, 8.95426E+0
2.87948E+2, 1.02582E+1
2.89577E+2, 1.21582E+1
2.92834E+2, 1.41674E+1
2.94463E+2, 1.65087E+1
2.96091E+2, 1.92368E+1
3.00977E+2, 2.24158E+1
3.05863E+2, 2.61201E+1
3.09121E+2, 2.89238E+1
3.14007E+2, 3.31356E+1
3.20521E+2, 3.79608E+1
3.30293E+2, 4.34887E+1
3.38436E+2, 4.89820E+1
3.49837E+2, 5.42397E+1
3.59609E+2, 5.90497E+1
3.66609E+2, 6.40497E+1
3.74638E+2, 6.80880E+1
3.84039E+2, 7.24067E+1
3.98697E+2, 7.61937E+1
4.14984E+2, 7.74995E+1
4.34528E+2, 7.49098E+1
4.55700E+2, 6.88079E+1
4.76873E+2, 6.10911E+1
4.93160E+2, 5.42397E+1
5.06189E+2, 4.65475E+1
5.19218E+2, 3.86114E+1
5.30619E+2, 3.20284E+1
5.42020E+2, 2.61201E+1
5.51792E+2, 2.09427E+1
5.63192E+2, 1.67916E+1
5.71336E+2, 1.34633E+1
5.79479E+2, 1.06128E+1
5.84365E+2, 8.65505E+0
5.90879E+2, 6.93950E+0
5.97394E+2, 5.47025E+0
6.05537E+2, 4.31208E+0
6.10423E+2, 3.45737E+0
6.16938E+2, 2.77207E+0
6.18567E+2, 2.33886E+0
6.23453E+2, 1.84367E+0
6.28339E+2, 1.50356E+0
6.31596E+2, 1.24721E+0
6.33225E+2, 1.03457E+0
6.36482E+2, 8.58182E-1
6.39739E+2, 6.76485E-1
6.59739E+2, 5.76485E-1
6.79739E+2, 5.76485E-1
6.99739E+2, 5.76485E-1
